Iteration,Score,malus_conflict,malus_capacity,malus_spread,bonus_spread
420,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
421,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
422,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
423,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
424,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
425,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
426,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
427,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
428,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
429,529.2916666666466,-496,-102,-31.0416666666666,158.33333333333323
430,529.2916666666466,-496,-102,-31.0416666666666,158.33333333333323
431,529.2916666666466,-496,-102,-31.0416666666666,158.33333333333323
432,529.2916666666466,-496,-102,-31.0416666666666,158.33333333333323
433,529.2916666666466,-496,-102,-31.0416666666666,158.33333333333323
434,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
435,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
436,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
437,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
438,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
439,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
440,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
441,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
442,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
443,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
444,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
445,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
446,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
447,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
448,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
449,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
450,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
451,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
452,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
453,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
454,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
455,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
456,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
457,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
458,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
459,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
460,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
461,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
462,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
463,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
464,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
465,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
466,530.1249999999801,-496,-102,-30.20833333333327,158.33333333333323
467,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
468,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
469,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
470,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
471,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
472,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
473,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
474,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
475,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
476,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
477,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
478,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
479,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
480,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
481,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
482,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
483,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
484,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
485,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
486,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
487,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
488,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
489,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
490,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
491,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
492,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
493,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
494,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
495,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
496,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
497,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
498,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
499,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
500,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
501,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
502,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
503,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
504,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
505,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
506,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
507,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
508,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
509,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
510,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
511,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
512,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
513,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
514,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
515,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
516,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
517,540.5416666666458,-496,-102,-30.20833333333327,168.74999999999966
